Id,Num rotonda,horario,dia,Id_Entrada,Id_salida,Tiempo Entrada,Tiempo Salida,Tiempo dentro,Tipo vehículo
9,1,4:00 PM,Lunes,3,3,0.0,15.2,15.2,car
2,1,4:00 PM,Lunes,0,2,0.0,16.266666666666666,16.266666666666666,car
296,1,4:00 PM,Lunes,0,1,7.8,16.8,9.0,car
3,1,4:00 PM,Lunes,2,0,0.0,17.2,17.2,car
22,1,4:00 PM,Lunes,1,0,0.0,21.666666666666668,21.666666666666668,car
492,1,4:00 PM,Lunes,2,0,13.4,23.466666666666665,10.066666666666665,car
516,1,4:00 PM,Lunes,0,1,14.133333333333333,23.6,9.466666666666669,car
613,1,4:00 PM,Lunes,2,3,17.333333333333332,24.666666666666668,7.333333333333336,car
6,1,4:00 PM,Lunes,0,0,0.5333333333333333,25.6,25.066666666666666,car
647,1,4:00 PM,Lunes,2,3,18.333333333333332,26.466666666666665,8.133333333333333,car
31,1,4:00 PM,Lunes,2,1,0.7333333333333333,27.266666666666666,26.53333333333333,car
527,1,4:00 PM,Lunes,2,0,14.533333333333333,28.0,13.466666666666667,car
774,1,4:00 PM,Lunes,0,1,22.866666666666667,29.533333333333335,6.666666666666668,car
216,1,4:00 PM,Lunes,0,2,5.266666666666667,29.733333333333334,24.46666666666667,car
5,1,4:00 PM,Lunes,0,3,0.0,30.0,30.0,car
489,1,4:00 PM,Lunes,0,1,14.866666666666667,31.133333333333333,16.266666666666666,car
722,1,4:00 PM,Lunes,2,3,20.2,31.533333333333335,11.333333333333336,car
403,1,4:00 PM,Lunes,0,2,10.4,31.6,21.200000000000003,car
773,1,4:00 PM,Lunes,2,3,21.933333333333334,32.2,10.26666666666667,car
916,1,4:00 PM,Lunes,0,1,27.2,32.8,5.599999999999998,car
831,1,4:00 PM,Lunes,2,3,23.733333333333334,33.93333333333333,10.199999999999996,car
640,1,4:00 PM,Lunes,0,2,18.333333333333332,34.06666666666667,15.733333333333338,car
977,1,4:00 PM,Lunes,0,1,28.933333333333334,34.733333333333334,5.800000000000001,car
384,1,4:00 PM,Lunes,0,2,13.2,35.2,22.000000000000004,car
460,1,4:00 PM,Lunes,0,2,16.066666666666666,37.13333333333333,21.066666666666666,car
1159,1,4:00 PM,Lunes,0,1,33.86666666666667,38.0,4.133333333333333,car
775,1,4:00 PM,Lunes,1,3,21.733333333333334,38.53333333333333,16.799999999999997,car
522,1,4:00 PM,Lunes,0,2,21.8,39.2,17.400000000000002,car
311,1,4:00 PM,Lunes,0,0,10.4,39.4,29.0,car
558,1,4:00 PM,Lunes,2,0,15.6,39.93333333333333,24.33333333333333,car
663,1,4:00 PM,Lunes,0,2,21.8,40.266666666666666,18.466666666666665,car
604,1,4:00 PM,Lunes,2,0,17.266666666666666,40.6,23.333333333333336,car
854,1,4:00 PM,Lunes,3,3,29.933333333333334,40.8,10.866666666666664,car
735,1,4:00 PM,Lunes,0,2,27.733333333333334,41.6,13.866666666666667,car
1077,1,4:00 PM,Lunes,0,2,32.13333333333333,42.8,10.666666666666664,car
1096,1,4:00 PM,Lunes,2,3,32.333333333333336,42.8,10.466666666666661,car
737,1,4:00 PM,Lunes,2,0,21.133333333333333,44.46666666666667,23.333333333333336,car
1418,1,4:00 PM,Lunes,0,1,41.733333333333334,45.2,3.4666666666666686,car
1104,1,4:00 PM,Lunes,2,0,32.266666666666666,46.6,14.333333333333336,car
1192,1,4:00 PM,Lunes,2,0,35.46666666666667,48.333333333333336,12.866666666666667,car
719,1,4:00 PM,Lunes,0,0,29.666666666666668,49.86666666666667,20.2,car
1302,1,4:00 PM,Lunes,2,0,37.53333333333333,51.6,14.06666666666667,car
755,1,4:00 PM,Lunes,0,0,33.266666666666666,51.93333333333333,18.666666666666664,car
1523,1,4:00 PM,Lunes,1,2,44.6,52.333333333333336,7.733333333333334,car
1688,1,4:00 PM,Lunes,0,1,49.46666666666667,53.0,3.5333333333333314,car
1181,1,4:00 PM,Lunes,0,0,35.0,53.2,18.200000000000003,car
1750,1,4:00 PM,Lunes,0,1,51.6,55.266666666666666,3.6666666666666643,car
36,1,4:00 PM,Lunes,1,0,8.666666666666666,56.266666666666666,47.6,car
1464,1,4:00 PM,Lunes,0,2,44.266666666666666,57.666666666666664,13.399999999999999,car
1862,1,4:00 PM,Lunes,0,1,55.0,59.266666666666666,4.266666666666666,car
1473,1,4:00 PM,Lunes,2,0,44.2,61.0,16.799999999999997,van
1995,1,4:00 PM,Lunes,0,1,59.333333333333336,63.53333333333333,4.199999999999996,car
1195,1,4:00 PM,Lunes,0,3,38.666666666666664,63.93333333333333,25.266666666666666,car
2004,1,4:00 PM,Lunes,1,2,58.733333333333334,64.53333333333333,5.799999999999997,car
975,1,4:00 PM,Lunes,1,0,28.0,65.4,37.400000000000006,car
1611,1,4:00 PM,Lunes,3,3,55.266666666666666,67.26666666666667,12.0,car
