Id,Num rotonda,horario,dia,Id_Entrada,Id_salida,Tiempo Entrada,Tiempo Salida,Tiempo dentro,Tipo vehículo
64,1,1:00 PM,Lunes,0,1,0.3333333333333333,4.666666666666667,4.333333333333334,car
125,1,1:00 PM,Lunes,0,1,2.933333333333333,7.066666666666666,4.133333333333333,car
27,1,1:00 PM,Lunes,2,3,0.0,7.133333333333334,7.133333333333334,car
169,1,1:00 PM,Lunes,0,1,4.466666666666667,8.333333333333334,3.866666666666667,car
187,1,1:00 PM,Lunes,0,1,5.533333333333333,10.133333333333333,4.6,car
104,1,1:00 PM,Lunes,2,3,3.1333333333333333,11.533333333333333,8.4,car
1,1,1:00 PM,Lunes,0,2,0.0,13.0,13.0,car
91,1,1:00 PM,Lunes,0,2,1.4666666666666666,15.266666666666667,13.8,car
256,1,1:00 PM,Lunes,0,1,15.2,19.133333333333333,3.9333333333333336,car
227,1,1:00 PM,Lunes,2,3,10.8,20.466666666666665,9.666666666666664,car
264,1,1:00 PM,Lunes,0,1,16.933333333333334,21.2,4.266666666666666,car
224,1,1:00 PM,Lunes,0,2,9.8,21.333333333333332,11.533333333333331,car
272,1,1:00 PM,Lunes,0,1,18.533333333333335,22.933333333333334,4.399999999999999,car
209,1,1:00 PM,Lunes,2,0,8.866666666666667,23.6,14.733333333333334,car
234,1,1:00 PM,Lunes,0,2,11.0,23.866666666666667,12.866666666666667,car
298,1,1:00 PM,Lunes,0,1,20.866666666666667,24.8,3.9333333333333336,car
247,1,1:00 PM,Lunes,0,2,13.6,26.266666666666666,12.666666666666666,car
18,1,1:00 PM,Lunes,0,0,0.0,26.6,26.6,car
195,1,1:00 PM,Lunes,0,0,7.0,27.666666666666668,20.666666666666668,car
204,1,1:00 PM,Lunes,0,0,7.933333333333334,28.533333333333335,20.6,car
253,1,1:00 PM,Lunes,1,2,17.333333333333332,29.0,11.666666666666668,car
271,1,1:00 PM,Lunes,1,2,21.4,30.866666666666667,9.466666666666669,car
381,1,1:00 PM,Lunes,0,1,27.8,31.066666666666666,3.2666666666666657,car
340,1,1:00 PM,Lunes,2,3,24.733333333333334,31.133333333333333,6.399999999999999,car
358,1,1:00 PM,Lunes,0,1,25.533333333333335,31.533333333333335,6.0,car
338,1,1:00 PM,Lunes,2,0,24.333333333333332,33.0,8.666666666666668,car
303,1,1:00 PM,Lunes,2,0,22.2,33.2,11.000000000000004,bus
40,1,1:00 PM,Lunes,2,2,0.3333333333333333,33.2,32.86666666666667,car
342,1,1:00 PM,Lunes,0,2,24.066666666666666,35.8,11.73333333333333,car
201,1,1:00 PM,Lunes,1,0,11.066666666666666,36.333333333333336,25.26666666666667,car
300,1,1:00 PM,Lunes,1,3,23.333333333333332,37.333333333333336,14.000000000000004,car
228,1,1:00 PM,Lunes,1,3,14.933333333333334,39.46666666666667,24.533333333333335,car
308,1,1:00 PM,Lunes,0,0,21.666666666666668,39.666666666666664,17.999999999999996,car
378,1,1:00 PM,Lunes,0,2,27.6,39.8,12.199999999999996,car
260,1,1:00 PM,Lunes,2,1,16.666666666666668,40.333333333333336,23.666666666666668,car
372,1,1:00 PM,Lunes,2,0,27.266666666666666,41.666666666666664,14.399999999999999,car
471,1,1:00 PM,Lunes,0,1,36.333333333333336,42.0,5.666666666666664,car
325,1,1:00 PM,Lunes,1,0,29.066666666666666,43.13333333333333,14.066666666666666,car
483,1,1:00 PM,Lunes,0,1,37.46666666666667,43.2,5.733333333333334,car
411,1,1:00 PM,Lunes,0,2,31.466666666666665,43.666666666666664,12.2,car
510,1,1:00 PM,Lunes,0,1,39.6,44.8,5.199999999999996,car
375,1,1:00 PM,Lunes,0,0,27.133333333333333,46.2,19.06666666666667,car
390,1,1:00 PM,Lunes,0,0,29.2,47.93333333333333,18.73333333333333,car
389,1,1:00 PM,Lunes,0,0,29.133333333333333,48.6,19.46666666666667,car
452,1,1:00 PM,Lunes,2,0,35.266666666666666,51.0,15.733333333333334,car
458,1,1:00 PM,Lunes,0,2,35.266666666666666,52.0,16.733333333333334,car
559,1,1:00 PM,Lunes,2,3,44.333333333333336,52.0,7.666666666666664,car
454,1,1:00 PM,Lunes,2,0,35.333333333333336,52.266666666666666,16.93333333333333,car
359,1,1:00 PM,Lunes,1,0,26.266666666666666,53.6,27.333333333333336,car
520,1,1:00 PM,Lunes,2,0,41.266666666666666,53.86666666666667,12.600000000000001,car
479,1,1:00 PM,Lunes,1,2,41.266666666666666,54.2,12.933333333333337,car
415,1,1:00 PM,Lunes,1,0,36.0,56.93333333333333,20.93333333333333,car
334,1,1:00 PM,Lunes,1,0,34.666666666666664,57.8,23.133333333333333,car
497,1,1:00 PM,Lunes,1,0,41.333333333333336,58.46666666666667,17.133333333333333,car
531,1,1:00 PM,Lunes,2,0,42.333333333333336,59.333333333333336,17.0,car
729,1,1:00 PM,Lunes,0,1,56.06666666666667,59.6,3.5333333333333314,car
605,1,1:00 PM,Lunes,2,3,48.46666666666667,59.93333333333333,11.466666666666661,car
630,1,1:00 PM,Lunes,2,3,50.13333333333333,60.666666666666664,10.533333333333331,car
647,1,1:00 PM,Lunes,1,2,51.8,61.0,9.200000000000003,car
524,1,1:00 PM,Lunes,1,0,44.2,61.4,17.199999999999996,car
661,1,1:00 PM,Lunes,2,3,52.13333333333333,61.53333333333333,9.399999999999999,car
589,1,1:00 PM,Lunes,1,0,48.06666666666667,62.733333333333334,14.666666666666664,car
762,1,1:00 PM,Lunes,0,1,59.666666666666664,62.733333333333334,3.06666666666667,car
494,1,1:00 PM,Lunes,2,0,39.266666666666666,63.266666666666666,24.0,car
624,1,1:00 PM,Lunes,0,2,47.93333333333333,63.53333333333333,15.600000000000001,car
689,1,1:00 PM,Lunes,2,3,54.266666666666666,64.26666666666667,10.0,car
